child_id,name,min,s,time,zem,cat,brush,tima,gimo,ball,manu,car,utterance
XS_1628,brush,2,51.9,171.9,NA,NA,NA,NA,NA,NA,NA,NA,but you did you found a very nice brush.
XS_1628,brush,2,52.8,172.8,NA,NA,NA,NA,NA,NA,NA,NA,to brush your hair.
XS_1628,ball,2,58.4,178.4,NA,NA,NA,NA,NA,NA,NA,NA,do you see the ball?
XS_1628,car,3,2.4,182.4,NA,NA,NA,NA,NA,NA,NA,NA,and you found the car.
XS_1628,ball,3,38.4,218.4,NA,NA,NA,NA,NA,1,NA,NA,there's the ball.
XS_1628,zem,3,45.9,225.9,NA,NA,NA,1,NA,NA,NA,NA,and the zem.
XS_1628,zem,3,49.3,229.3,NA,NA,NA,1,NA,NA,NA,NA,what does the zem do?
XS_1628,tima,3,52.5,232.5,NA,NA,1,1,NA,NA,NA,NA,and and the tima.
XS_1628,brush,3,55.5,235.5,NA,NA,NA,NA,NA,NA,NA,NA,the brush.
XS_1628,manu,4,2.9,242.9,NA,NA,NA,NA,NA,NA,1,1,and the manu.
XS_1628,ball,4,14.6,254.6,NA,NA,NA,NA,NA,1,NA,NA,there's the ball.
XS_1628,zem,4,58.7,298.7,1,NA,NA,NA,NA,1,NA,NA,the zem and the ball.
XS_1628,ball,4,59.6,299.6,1,NA,NA,NA,NA,1,NA,NA,
XS_1628,zem,5,8.8,308.8,1,NA,NA,NA,NA,NA,NA,NA,put your hand on the zem.
XS_1628,ball,5,13.6,313.6,NA,NA,NA,NA,NA,1,NA,NA,you like the ball.
XS_1628,ball,5,24.8,324.8,NA,NA,NA,NA,NA,1,NA,NA,squishy ball.
XS_1628,ball,5,30.7,330.7,1,NA,NA,NA,NA,NA,NA,NA,there's the ball.
XS_1628,zem,5,33.2,333.2,1,NA,NA,NA,NA,NA,NA,NA,there's the zem over there.
XS_1628,zem,5,58.6,358.6,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1628,zem,6,21.7,381.7,1,NA,NA,NA,NA,NA,NA,NA,here's the zem.
XS_1628,car,7,3.2,423.2,NA,NA,NA,NA,NA,NA,NA,NA,we have a car and a manu.
XS_1628,manu,7,4.4,424.4,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1628,manu,7,6.6,426.6,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1628,car,7,11.3,431.3,NA,NA,NA,NA,NA,NA,NA,NA,vroom vroom goes the car.
XS_1628,manu,7,15.8,435.8,NA,NA,NA,NA,NA,NA,NA,NA,squeak squeak goes the manu.
XS_1628,car,7,24.8,444.8,NA,NA,NA,NA,NA,NA,1,NA,that car squeaks.
XS_1628,brush,7,36.7,456.7,NA,NA,1,NA,NA,NA,NA,NA,[xxx] brush and the tima.
XS_1628,tima,7,37.4,457.4,NA,NA,1,1,NA,NA,NA,NA,
XS_1628,brush,7,45.4,465.4,NA,NA,NA,NA,NA,NA,NA,NA,you found a brush.
XS_1628,brush,7,49.5,469.5,NA,NA,1,NA,NA,NA,NA,NA,what a nice brush.
XS_1628,tima,7,54,474,NA,NA,NA,1,NA,NA,NA,NA,what about the tima?
XS_1628,ball,8,16.4,496.4,1,NA,NA,1,NA,1,NA,NA,oh you see the ball.
XS_1628,ball,8,53.1,533.1,1,NA,NA,NA,NA,NA,NA,NA,a ball and a zem.
XS_1628,zem,8,54,534,1,NA,NA,NA,NA,NA,NA,NA,
XS_1628,zem,9,29.2,569.2,NA,NA,NA,NA,NA,NA,NA,NA,there's the zem.
XS_1628,car,10,8.2,608.2,NA,NA,NA,NA,NA,NA,NA,NA,what about the car?
XS_1628,car,10,16.3,616.3,NA,NA,NA,NA,NA,NA,1,NA,the car and a manu.
XS_1628,manu,10,17.9,617.9,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1628,ball,11,11.3,671.3,1,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1628,ball,11,12.4,672.4,1,NA,NA,NA,NA,NA,NA,NA,it's a ball.
XS_1628,ball,11,14.7,674.7,1,NA,NA,NA,NA,NA,NA,NA,it's a purple ball.
XS_1628,manu,12,45.7,765.7,NA,NA,NA,NA,NA,NA,NA,NA,the manu.
XS_1628,ball,13,12.2,792.2,NA,NA,NA,NA,NA,NA,NA,NA,yep the ball was in the box again.
XS_1628,brush,13,16.6,796.6,NA,NA,NA,NA,NA,NA,NA,NA,and the brush.
XS_1628,ball,13,33.3,813.3,NA,NA,NA,NA,NA,NA,NA,NA,and the ball goes in there.
XS_1628,car,13,37.8,817.8,NA,NA,NA,NA,NA,NA,NA,NA,and the car goes in there.
XS_1628,manu,13,44.1,824.1,NA,NA,NA,NA,NA,NA,NA,NA,and the manu goes in here.
XS_1628,brush,13,52.7,832.7,NA,NA,1,1,NA,NA,NA,NA,and the brush.
XS_1628,tima,13,55.7,835.7,NA,NA,NA,NA,NA,NA,NA,NA,which one does the tima go in?
XS_1628,brush,14,8.2,848.2,NA,NA,NA,1,NA,NA,NA,NA,and the brush where does the brush go?
XS_1628,brush,14,8.9,848.9,NA,NA,NA,1,NA,NA,NA,NA,
XS_1629,manu,0,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,it's a manu.
XS_1629,manu,0,9.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,what's a manu do?
XS_1629,manu,0,26,26,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1629,car,1,13.8,73.8,NA,NA,NA,NA,NA,NA,1,NA,car.
XS_1629,car,1,19.7,79.7,NA,NA,NA,NA,NA,NA,1,NA,that's the car?
XS_1629,brush,1,48.2,108.2,NA,NA,1,NA,NA,NA,NA,NA,a brush.
XS_1629,brush,1,49.9,109.9,NA,NA,1,NA,NA,NA,NA,NA,a brush.
XS_1629,tima,1,55.1,115.1,NA,NA,NA,1,NA,NA,NA,NA,and a tima.
XS_1629,brush,2,12.1,132.1,NA,NA,1,NA,NA,NA,NA,NA,oh brush.
XS_1629,brush,2,38.3,158.3,NA,NA,NA,NA,NA,NA,NA,NA,can you brush it?
XS_1629,brush,2,43.2,163.2,NA,NA,1,NA,NA,NA,NA,NA,I'm gonna hide that brush.
XS_1629,brush,2,48.6,168.6,NA,NA,NA,NA,NA,NA,NA,NA,ah where's the brush?
XS_1629,brush,2,51.8,171.8,NA,NA,NA,NA,NA,NA,NA,NA,where's the brush?
XS_1629,ball,3,16.1,196.1,NA,NA,NA,NA,NA,1,NA,NA,I have the ball.
XS_1629,ball,3,17.1,197.1,NA,NA,NA,NA,NA,1,NA,NA,I have the ball.
XS_1629,ball,3,31.1,211.1,NA,NA,NA,NA,NA,NA,NA,NA,can you get the ball Ben?
XS_1629,ball,3,55.1,235.1,NA,NA,NA,NA,NA,NA,NA,NA,can you throw the ball to me?
XS_1629,ball,4,0.6,240.6,1,NA,NA,NA,NA,NA,NA,NA,oh good ball.
XS_1629,brush,4,15.3,255.3,1,NA,NA,NA,NA,NA,NA,NA,hello brush.
XS_1629,brush,4,37.9,277.9,NA,NA,NA,1,NA,NA,NA,NA,you want the brush?
XS_1629,brush,4,39.5,279.5,NA,NA,NA,1,NA,NA,NA,NA,you want the brush?
XS_1629,brush,4,45,285,NA,NA,NA,NA,NA,NA,NA,NA,oh you brush your hair?
XS_1629,brush,4,47,287,NA,NA,NA,NA,NA,NA,NA,NA,brush your hair.
XS_1629,brush,4,53.4,293.4,NA,NA,NA,NA,NA,NA,NA,NA,brush your hair.
XS_1629,ball,5,3.9,303.9,NA,NA,1,NA,NA,NA,NA,NA,I'm gonna get the ball.
XS_1629,ball,6,1.1,361.1,NA,NA,NA,NA,NA,1,NA,NA,throw the ball.
XS_1629,car,7,34.3,454.3,NA,NA,NA,NA,NA,NA,NA,NA,get the car.
XS_1629,tima,8,14,494,NA,NA,NA,NA,NA,NA,NA,NA,this is called tima.
XS_1629,tima,8,15.9,495.9,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1629,tima,8,21.3,501.3,NA,NA,NA,NA,NA,NA,1,NA,tima.
XS_1629,ball,8,30.4,510.4,NA,NA,NA,NA,NA,NA,NA,NA,Ben I have the ball.
XS_1629,car,9,4.5,544.5,NA,NA,NA,NA,NA,NA,NA,NA,oh I got the car.
XS_1629,brush,9,34.4,574.4,NA,NA,1,NA,NA,NA,NA,NA,do you want to see this brush again?
XS_1629,brush,9,41.3,581.3,NA,NA,1,NA,NA,NA,NA,NA,do you want the brush?
XS_1629,tima,9,44.3,584.3,NA,NA,NA,NA,NA,NA,NA,NA,what about the tima?
XS_1629,manu,9,56.2,596.2,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1629,manu,10,3.2,603.2,NA,NA,NA,NA,NA,NA,1,1,manu car.
XS_1629,car,10,4.5,604.5,NA,NA,NA,NA,NA,NA,1,1,
XS_1629,manu,10,30.7,630.7,NA,NA,NA,NA,NA,NA,1,1,manu.
XS_1629,car,10,34.6,634.6,NA,NA,NA,NA,NA,NA,NA,1,you like the car huh?
XS_1629,car,10,46.4,646.4,NA,NA,NA,NA,NA,NA,NA,1,go go go car.
XS_1629,car,10,48.2,648.2,NA,NA,NA,NA,NA,NA,NA,1,go go go car.
XS_1629,manu,12,33.1,753.1,NA,NA,NA,NA,NA,NA,1,NA,a manu.
XS_1629,car,12,51.5,771.5,NA,NA,NA,NA,NA,NA,1,NA,where's the car?
XS_1629,car,12,53.4,773.4,NA,NA,NA,NA,NA,NA,1,1,can you go get the car?
XS_1629,ball,13,2.8,782.8,NA,NA,NA,NA,NA,NA,NA,1,how about the ball?
XS_1629,ball,13,4.4,784.4,NA,NA,NA,NA,NA,1,NA,1,can you hand me the ball?
XS_1629,ball,13,7,787,NA,NA,NA,NA,NA,1,NA,1,throw me the ball.
XS_1629,ball,13,11.1,791.1,NA,NA,NA,NA,NA,1,NA,NA,that's a soccer ball huh?
XS_1629,ball,13,13.4,793.4,NA,NA,NA,NA,NA,1,NA,NA,it's a soccer ball.
XS_1629,ball,14,14.5,854.5,1,NA,NA,NA,NA,NA,NA,NA,ball on the zem.
XS_1629,zem,14,15.1,855.1,1,NA,NA,NA,NA,NA,NA,NA,
XS_1629,ball,14,18.8,858.8,NA,NA,NA,NA,NA,NA,NA,NA,ball on the zem.
XS_1629,zem,14,19.6,859.6,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1629,ball,14,37.9,877.9,1,NA,NA,NA,NA,NA,NA,NA,can we wash the ball?
XS_1631,zem,0,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1631,zem,0,3.6,3.6,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1631,ball,0,4.9,4.9,1,NA,NA,NA,NA,NA,NA,NA,a ball.
XS_1631,ball,0,5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,[xxx] a ball.
XS_1631,ball,0,7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1631,ball,0,8.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,give me the ball.
XS_1631,ball,0,13.4,13.4,NA,NA,NA,NA,NA,1,NA,NA,the ball.
XS_1631,ball,0,16,16,NA,NA,NA,NA,NA,1,NA,NA,here the ball.
XS_1631,zem,0,20.2,20.2,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1631,zem,0,21.7,21.7,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1631,zem,0,22.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1631,manu,0,25,25,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1631,manu,0,26.3,26.3,NA,NA,NA,NA,NA,NA,NA,NA,a manu.
XS_1631,manu,0,29.9,29.9,NA,NA,NA,NA,NA,NA,1,NA,a manu.
XS_1631,car,0,43,43,NA,NA,NA,NA,NA,NA,NA,NA,car.
XS_1631,car,0,57,57,NA,NA,NA,NA,NA,1,NA,NA,car.
XS_1631,car,1,0,60,NA,NA,NA,NA,NA,1,NA,1,that's a car.
XS_1631,car,1,6.2,66.2,NA,NA,NA,NA,NA,1,NA,NA,that's the car mama.
XS_1631,ball,1,30.1,90.1,NA,NA,NA,NA,NA,NA,NA,NA,throw the ball.
XS_1631,ball,1,40.7,100.7,NA,NA,NA,NA,NA,1,NA,NA,the ball.
XS_1631,brush,1,49.9,109.9,NA,NA,NA,NA,NA,NA,NA,NA,look [xxx] the brush.
XS_1631,brush,1,51.1,111.1,NA,NA,NA,NA,NA,NA,NA,NA,the brush.
XS_1631,brush,1,53.8,113.8,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1631,brush,1,55.5,115.5,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1631,brush,2,0.1,120.1,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1631,manu,2,26.1,146.1,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1631,manu,2,28.3,148.3,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1631,manu,2,29.8,149.8,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1631,car,2,51.4,171.4,NA,NA,NA,NA,NA,NA,NA,NA,the car.
XS_1631,brush,3,29.3,209.3,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1631,brush,3,33.5,213.5,NA,NA,NA,NA,NA,1,NA,NA,a brush for your hair.
XS_1631,brush,3,35.3,215.3,NA,NA,NA,NA,NA,NA,NA,NA,brush the hair brush the hair.
XS_1631,brush,3,36.4,216.4,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1631,tima,3,43.5,223.5,NA,NA,NA,NA,NA,NA,NA,1,tima look.
XS_1631,tima,3,47,227,NA,NA,1,1,NA,NA,NA,NA,tima.
XS_1631,tima,3,57.9,237.9,NA,NA,NA,NA,NA,NA,NA,NA,tima tima.
XS_1631,tima,3,59,239,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1631,tima,3,59.7,239.7,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1631,tima,4,1.4,241.4,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1631,ball,4,10.2,250.2,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1631,ball,4,12.5,252.5,NA,NA,1,NA,NA,NA,NA,NA,you like the ball Oma?
XS_1631,ball,4,39,279,NA,NA,NA,NA,NA,1,NA,NA,the ball.
XS_1631,ball,4,40,280,NA,NA,NA,NA,NA,1,NA,NA,[xxx] the ball.
XS_1631,ball,4,47,287,NA,NA,NA,NA,NA,NA,NA,NA,the ball.
XS_1631,ball,4,51.5,291.5,NA,NA,NA,NA,NA,1,NA,NA,here the ball.
XS_1631,ball,5,4.7,304.7,NA,NA,NA,NA,NA,1,NA,NA,the ball.
XS_1631,tima,5,30,330,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1631,tima,5,32.2,332.2,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1631,ball,6,3,363,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1631,ball,6,9.6,369.6,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1631,brush,6,24.6,384.6,NA,NA,NA,NA,NA,1,NA,NA,look brush.
XS_1631,brush,6,25.6,385.6,NA,NA,NA,NA,NA,1,NA,NA,do you want to play with brush?
XS_1631,brush,6,31.6,391.6,NA,NA,NA,NA,NA,NA,NA,NA,brush the hair.
XS_1631,tima,7,32.6,452.6,NA,NA,NA,NA,NA,NA,NA,1,look mama tima.
XS_1631,zem,7,43.2,463.2,NA,NA,NA,NA,NA,NA,NA,1,the zem.
XS_1631,zem,7,46.3,466.3,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1631,ball,7,47.9,467.9,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1631,ball,7,49.7,469.7,NA,NA,1,NA,NA,1,NA,NA,get the ball mama.
XS_1631,car,8,11.1,491.1,NA,NA,NA,NA,NA,NA,NA,NA,good job [xxx] car.
XS_1631,brush,8,12.6,492.6,NA,NA,NA,NA,NA,NA,NA,NA,put brush over here.
XS_1631,zem,8,36.7,516.7,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1631,zem,8,38.1,518.1,1,NA,NA,NA,NA,NA,1,NA,zem.
XS_1631,car,8,45.8,525.8,NA,NA,NA,NA,NA,NA,NA,NA,car.
XS_1631,zem,8,58.5,538.5,1,NA,NA,NA,NA,NA,1,NA,zem.
XS_1631,ball,9,28.6,568.6,1,NA,NA,NA,NA,NA,1,NA,ball.
XS_1631,zem,9,29.8,569.8,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1631,ball,10,3.1,603.1,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1631,ball,10,4.1,604.1,NA,NA,NA,NA,NA,1,NA,NA,get the ball.
XS_1631,ball,10,5.8,605.8,NA,NA,NA,NA,NA,1,NA,NA,get the ball mama.
XS_1631,ball,10,7.6,607.6,NA,NA,NA,NA,NA,1,NA,NA,the ball.
XS_1631,ball,10,20.6,620.6,NA,NA,NA,NA,NA,NA,NA,NA,go get the ball.
XS_1631,ball,10,22.9,622.9,NA,NA,NA,NA,NA,NA,NA,NA,give me the ball.
XS_1631,brush,10,27.1,627.1,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1631,tima,10,34.3,634.3,NA,NA,NA,1,NA,NA,NA,NA,here mama tima.
XS_1631,tima,10,53.3,653.3,NA,NA,NA,NA,NA,NA,1,NA,tima.
XS_1631,tima,10,54.8,654.8,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1631,brush,11,27.1,687.1,NA,NA,NA,NA,NA,NA,NA,NA,bye brush.
XS_1631,ball,12,5,725,NA,NA,NA,NA,NA,NA,NA,NA,okay put the ball right here.
XS_1631,ball,12,6.3,726.3,NA,NA,NA,NA,NA,NA,NA,NA,put the ball right here.
XS_1634,ball,0,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1634,ball,0,3.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,you want to play with the ball?
XS_1634,ball,0,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,you like the ball?
XS_1634,zem,0,11.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,this is a zem.
XS_1634,ball,0,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,that's a ball
XS_1634,ball,0,17.1,17.1,NA,NA,NA,NA,NA,NA,NA,NA,ball yeah.
XS_1634,ball,0,18.8,18.8,NA,NA,NA,NA,NA,NA,NA,NA,do you see the ball?
XS_1634,ball,0,19.7,19.7,NA,NA,NA,NA,NA,NA,NA,NA,that's this ball.
XS_1634,ball,0,22.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,do you want to roll the ball?
XS_1634,ball,0,25.7,25.7,NA,NA,NA,NA,NA,NA,NA,NA,do you want to throw the ball?
XS_1634,ball,0,29.3,29.3,NA,NA,NA,NA,NA,NA,NA,NA,is that the bubbles and balls on there huh?
XS_1634,ball,0,32,32,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1634,ball,0,35,35,NA,NA,NA,NA,NA,NA,NA,NA,can you give mommy the ball?
XS_1634,zem,0,40.4,40.4,1,NA,NA,NA,NA,NA,NA,NA,how about the zem?
XS_1634,zem,0,41.5,41.5,1,NA,NA,NA,NA,NA,NA,NA,do you want to play with the zem?
XS_1634,manu,0,55,55,NA,NA,1,NA,NA,NA,NA,NA,that's the manu.
XS_1634,zem,0,58.5,58.5,NA,NA,NA,NA,NA,NA,NA,NA,you don't want the zem?
XS_1634,ball,1,1.2,61.2,NA,NA,NA,NA,NA,NA,NA,NA,you just want the ball.
XS_1634,ball,1,27.9,87.9,NA,NA,NA,NA,NA,NA,NA,NA,you can let go of the ball and then you can turn.
XS_1634,ball,1,37.9,97.9,NA,NA,NA,NA,NA,NA,NA,NA,you want to play with the ball?
XS_1634,ball,1,40,100,NA,NA,NA,NA,NA,NA,1,NA,can you see the balls on the wall?
XS_1634,ball,2,0.5,120.5,NA,NA,NA,NA,NA,NA,NA,NA,mommy will hold the ball you get the car.
XS_1634,car,2,1.1,121.1,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,car,2,21,141,NA,NA,NA,NA,NA,NA,NA,NA,you like the car?
XS_1634,ball,2,22.7,142.7,NA,NA,NA,NA,NA,NA,NA,NA,does it roll like the ball?
XS_1634,car,2,37.5,157.5,NA,NA,NA,NA,NA,NA,NA,NA,are you taking the car?
XS_1634,car,2,38.8,158.8,NA,NA,NA,NA,NA,NA,NA,NA,where are you taking the car?
XS_1634,car,2,41.6,161.6,NA,NA,NA,NA,NA,NA,NA,NA,can you bring the car can you bring the ball to mama?
XS_1634,ball,2,42.4,162.4,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,ball,2,45.4,165.4,NA,NA,NA,NA,NA,1,NA,NA,can you bring the ball back?
XS_1634,car,2,53.2,173.2,NA,NA,NA,NA,NA,NA,NA,NA,you're running the car into your toes.
XS_1634,car,3,3.6,183.6,NA,NA,NA,NA,NA,NA,NA,NA,you like the noise the car is making?
XS_1634,car,3,15.3,195.3,NA,NA,NA,NA,NA,NA,NA,NA,can you say car?
XS_1634,car,3,17.8,197.8,NA,NA,NA,NA,NA,NA,NA,NA,can you say car?
XS_1634,car,3,19.3,199.3,NA,NA,NA,NA,NA,NA,NA,NA,car.
XS_1634,car,3,21.5,201.5,NA,NA,NA,NA,NA,NA,NA,NA,car.
XS_1634,ball,3,34.1,214.1,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1634,ball,3,37,217,NA,NA,NA,NA,NA,1,NA,NA,you got the ball and the car.
XS_1634,car,3,37.6,217.6,NA,NA,NA,NA,NA,1,NA,NA,
XS_1634,ball,3,39.7,219.7,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1634,tima,4,20.4,260.4,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1634,car,4,32.9,272.9,NA,NA,NA,NA,NA,NA,NA,NA,mommy will hold the car.
XS_1634,tima,4,35.5,275.5,NA,NA,NA,NA,NA,NA,NA,NA,you can play with the tima and I'll hold the car.
XS_1634,car,4,36.1,276.1,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,car,4,56.8,296.8,NA,NA,NA,NA,NA,NA,NA,NA,you [xxx] with the car silly.
XS_1634,car,5,10.4,310.4,NA,NA,NA,NA,NA,NA,NA,1,I'll hold the car you play with that.
XS_1634,car,5,19.2,319.2,NA,NA,NA,NA,NA,NA,NA,NA,oh you want the car back?
XS_1634,tima,5,31.5,331.5,NA,NA,NA,1,NA,NA,NA,NA,what about the tima?
XS_1634,tima,7,3.3,423.3,NA,NA,NA,1,NA,NA,NA,NA,you want the tima?
XS_1634,tima,7,5.1,425.1,NA,NA,NA,NA,NA,NA,NA,NA,tima?
XS_1634,manu,7,18.4,438.4,NA,NA,NA,NA,NA,NA,1,NA,what about the manu?
XS_1634,zem,8,13.8,493.8,NA,NA,NA,NA,NA,NA,NA,NA,what do you want the zem?
XS_1634,ball,8,31.9,511.9,NA,NA,NA,NA,NA,NA,NA,NA,ball.
XS_1634,ball,8,32.6,512.6,NA,NA,NA,NA,NA,NA,NA,NA,where's the ball?
XS_1634,ball,8,34,514,NA,NA,NA,NA,NA,1,NA,NA,Avery where did you leave the ball?
XS_1634,ball,8,36.3,516.3,NA,NA,NA,NA,NA,1,NA,NA,where did you leave the ball?
XS_1634,ball,8,43.2,523.2,NA,NA,NA,1,NA,NA,NA,NA,ah ball ball.
XS_1634,ball,8,43.7,523.7,NA,NA,NA,1,NA,NA,NA,NA,
XS_1634,ball,8,45,525,NA,NA,NA,1,NA,NA,NA,NA,ball ball.
XS_1634,ball,8,45.5,525.5,NA,NA,NA,1,NA,NA,NA,NA,
XS_1634,brush,9,5.9,545.9,NA,NA,1,NA,NA,NA,NA,NA,play with the brush [xxx].
XS_1634,brush,9,13.8,553.8,NA,NA,NA,NA,NA,NA,NA,NA,brush brush brush brush brush.
XS_1634,brush,9,14,554,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,9,14.3,554.3,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,9,14.6,554.6,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,9,14.8,554.8,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,9,15.8,555.8,NA,NA,NA,NA,NA,NA,NA,NA,brush brush brush.
XS_1634,brush,9,16,556,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,9,16.3,556.3,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,9,21.1,561.1,NA,NA,NA,NA,NA,1,NA,NA,are you brushing your the floor?
XS_1634,brush,10,2.9,602.9,NA,NA,NA,NA,NA,NA,NA,NA,do you play with the brush?
XS_1634,brush,10,20.1,620.1,NA,NA,NA,NA,NA,1,NA,NA,are you done with the brush?
XS_1634,car,10,24.2,624.2,1,NA,NA,NA,NA,NA,NA,NA,say hi to the car.
XS_1634,zem,10,26.1,626.1,1,NA,NA,NA,NA,NA,NA,NA,what about the zem.
XS_1634,zem,10,31.8,631.8,NA,NA,NA,NA,NA,NA,NA,NA,here's the zem coming to get you ah.
XS_1634,manu,10,52.8,652.8,NA,NA,NA,NA,NA,1,NA,NA,you know it's a manu.
XS_1634,tima,10,54.8,654.8,NA,NA,NA,NA,NA,1,NA,NA,don't eat the tima.
XS_1634,tima,10,56.5,656.5,NA,NA,NA,NA,NA,1,NA,NA,timas are not for eating.
XS_1634,tima,11,48.1,708.1,1,NA,NA,NA,NA,NA,NA,NA,clap the tima.
XS_1634,tima,11,49.9,709.9,1,NA,NA,NA,NA,NA,NA,NA,clap the tima.
XS_1634,tima,11,55.9,715.9,NA,NA,NA,NA,NA,NA,NA,NA,can you say tima?
XS_1634,tima,11,57.2,717.2,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1634,tima,11,59.1,719.1,NA,NA,NA,NA,NA,1,NA,NA,tima.
XS_1634,ball,12,2.5,722.5,NA,NA,NA,NA,NA,1,NA,NA,okay ball.
XS_1634,ball,12,3.4,723.4,NA,NA,NA,NA,NA,1,NA,NA,back to the ball.
XS_1634,ball,12,12.3,732.3,NA,NA,NA,1,NA,NA,NA,NA,ball.
XS_1634,brush,12,22.8,742.8,1,NA,NA,NA,NA,NA,NA,NA,brush brush brush brush brush brush brush.
XS_1634,brush,12,23.1,743.1,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,23.4,743.4,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,23.6,743.6,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,23.9,743.9,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,24.2,744.2,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,24.4,744.4,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,25.4,745.4,NA,NA,NA,NA,NA,NA,NA,NA,brush brush brush brush brush.
XS_1634,brush,12,25.7,745.7,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,26,746,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,26.3,746.3,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,brush,12,26.6,746.6,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1634,car,12,38.8,758.8,NA,NA,NA,NA,NA,NA,NA,NA,you want the car?
XS_1634,zem,12,40.6,760.6,NA,NA,NA,NA,NA,NA,NA,NA,[xxx] the zem?
XS_1634,zem,12,49.9,769.9,NA,NA,NA,NA,NA,NA,1,NA,can you say zem?
XS_1634,car,12,53,773,NA,NA,NA,NA,NA,NA,1,1,or car?
XS_1634,car,12,54.3,774.3,NA,NA,NA,NA,NA,NA,NA,1,car.
